season_name,source_snapshot_date,club_name,player_name,is_home_grown,squad_scope,source_note
2025/26,2026-02-05,West Ham United,"Wan-Bissaka, Aaron",1,Senior Registered Squad,Premier League updated squad lists after January 2026 transfer window
2025/26,2026-02-05,West Ham United,"Wilson, Callum Eddie Graham",1,Senior Registered Squad,Premier League updated squad lists after January 2026 transfer window
2025/26,2026-02-05,Wolverhampton Wanderers,"Agbadou, Badobre Emmanuel Elysee Djedje",0,Senior Registered Squad,Premier League updated squad lists after January 2026 transfer window
2025/26,2026-02-05,Wolverhampton Wanderers,"Arias Andrade, Jhon Adolfo",0,Senior Registered Squad,Premier League updated squad lists after January 2026 transfer window
2025/26,2026-02-05,Wolverhampton Wanderers,"Armstrong, Adam James",1,Senior Registered Squad,Premier League updated squad lists after January 2026 transfer window
2025/26,2026-02-05,Wolverhampton Wanderers,"Arokodare, Toluwalase Emmanuel",0,Senior Registered Squad,Premier League updated squad lists after January 2026 transfer window
2025/26,2026-02-05,Wolverhampton Wanderers,"Bellegarde, Jeanricner",0,Senior Registered Squad,Premier League updated squad lists after January 2026 transfer window
2025/26,2026-02-05,Wolverhampton Wanderers,"Bentley, Daniel Ian",1,Senior Registered Squad,Premier League updated squad lists after January 2026 transfer window
2025/26,2026-02-05,Wolverhampton Wanderers,"Bueno Lopez, Hugo",1,Senior Registered Squad,Premier League updated squad lists after January 2026 transfer window
2025/26,2026-02-05,Wolverhampton Wanderers,"Doherty, Matthew James",1,Senior Registered Squad,Premier League updated squad lists after January 2026 transfer window
2025/26,2026-02-05,Wolverhampton Wanderers,"Gomes, Adilson Angel Abreu Almeida",1,Senior Registered Squad,Premier League updated squad lists after January 2026 transfer window
2025/26,2026-02-05,Wolverhampton Wanderers,"Gomes, Tote Antonio",0,Senior Registered Squad,Premier League updated squad lists after January 2026 transfer window
2025/26,2026-02-05,Wolverhampton Wanderers,"Gomes Da Silva, Joao Victor",0,Senior Registered Squad,Premier League updated squad lists after January 2026 transfer window
2025/26,2026-02-05,Wolverhampton Wanderers,"Griffiths, Harvey Lawson",1,Senior Registered Squad,Premier League updated squad lists after January 2026 transfer window
2025/26,2026-02-05,Wolverhampton Wanderers,"Hwang, Hee-Chan",0,Senior Registered Squad,Premier League updated squad lists after January 2026 transfer window
2025/26,2026-02-05,Wolverhampton Wanderers,"Ignacio Bueno, Santiago",0,Senior Registered Squad,Premier League updated squad lists after January 2026 transfer window
2025/26,2026-02-05,Wolverhampton Wanderers,"Johnstone, Samuel Luke",1,Senior Registered Squad,Premier League updated squad lists after January 2026 transfer window
2025/26,2026-02-05,Wolverhampton Wanderers,"Krejci, Ladislav",0,Senior Registered Squad,Premier League updated squad lists after January 2026 transfer window
2025/26,2026-02-05,Wolverhampton Wanderers,"Lembikisa, Dexter Joeng Woo",1,Senior Registered Squad,Premier League updated squad lists after January 2026 transfer window
2025/26,2026-02-05,Wolverhampton Wanderers,"Malheiro De Sa, Jose Pedro",0,Senior Registered Squad,Premier League updated squad lists after January 2026 transfer window
2025/26,2026-02-05,Wolverhampton Wanderers,"Martins Gomes, Rodrigo",0,Senior Registered Squad,Premier League updated squad lists after January 2026 transfer window
2025/26,2026-02-05,Wolverhampton Wanderers,"Mosquera Valdelamar, Yerson",0,Senior Registered Squad,Premier League updated squad lists after January 2026 transfer window
2025/26,2026-02-05,Wolverhampton Wanderers,"Tchatchoua, Jackson",0,Senior Registered Squad,Premier League updated squad lists after January 2026 transfer window
2025/26,2026-02-05,Wolverhampton Wanderers,"Trindade Da Costa Neto, Andre",0,Senior Registered Squad,Premier League updated squad lists after January 2026 transfer window
2025/26,2026-02-05,Wolverhampton Wanderers,"Wolfe, David Moller",0,Senior Registered Squad,Premier League updated squad lists after January 2026 transfer window
